Species	Symbol	Ensembl	Family	Protein	Entrez ID
Mus_musculus	Dcaf6	ENSMUSG00000026571	Others	-	74106
Mus_musculus	Smyd2	ENSMUSG00000026603	SMYD	-	226830
Mus_musculus	Cenpf	ENSMUSG00000026605	CENP	-	108000
Mus_musculus	Suv39h2	ENSMUSG00000026646	Others	-	64707
Mus_musculus	Bmi1	ENSMUSG00000026739	Others	-	12151
Mus_musculus	Fam129b	ENSMUSG00000026796	FAM	-	227737
Mus_musculus	Med27	ENSMUSG00000026799	Mediator complex	-	68975
Mus_musculus	Eng	ENSMUSG00000026814	Others	-	13805
Mus_musculus	Abl1	ENSMUSG00000026842	Others	-	11350
Mus_musculus	Phf19	ENSMUSG00000026873	PHF	-	74016
Mus_musculus	Wdr5	ENSMUSG00000026917	WD	-	140858
Mus_musculus	Brd3	ENSMUSG00000026918	Bromodomain	-	67382
Mus_musculus	Notch1	ENSMUSG00000026923	Notch	-	18128
Mus_musculus	Nmi	ENSMUSG00000026946	Others	-	64685
Mus_musculus	Hat1	ENSMUSG00000027018	Others	-	107435
Mus_musculus	Med19	ENSMUSG00000027080	Mediator complex	-	381379
Mus_musculus	Traf6	ENSMUSG00000027164	Others	-	22034
Mus_musculus	Elp4	ENSMUSG00000027167	ELP	-	77766
Mus_musculus	Hipk3	ENSMUSG00000027177	HIPK	-	15259
Mus_musculus	Cops2	ENSMUSG00000027206	Others	-	12848
Mus_musculus	Ell3	ENSMUSG00000027246	GTF	-	269344
Mus_musculus	Rtf1	ENSMUSG00000027304	Others	-	76246
Mus_musculus	Lpin3	ENSMUSG00000027412	LPIN	-	64899
Mus_musculus	Polr3f	ENSMUSG00000027427	POLR	-	70408
Mus_musculus	Xrn2	ENSMUSG00000027433	Others	-	24128
Mus_musculus	Dnmt3b	ENSMUSG00000027478	DNA_methylase	-	13436
Mus_musculus	Mrgbp	ENSMUSG00000027569	Others	-	73247
Mus_musculus	Helz2	ENSMUSG00000027580	Others	-	229003
Mus_musculus	Raly	ENSMUSG00000027593	Others	-	19383
Mus_musculus	Itch	ENSMUSG00000027598	Others	-	16396
Mus_musculus	Rbm39	ENSMUSG00000027620	RNA binding protein	-	170791
Mus_musculus	Tbl1xr1	ENSMUSG00000027630	Transducin	-	81004
Mus_musculus	Rbl1	ENSMUSG00000027641	Other_Co-activator/repressors	-	19650
Mus_musculus	Src	ENSMUSG00000027646	Others	-	20779
Mus_musculus	Rprd1b	ENSMUSG00000027651	Others	-	70470
Mus_musculus	Skil	ENSMUSG00000027660	SKI	-	20482
Mus_musculus	Actl6a	ENSMUSG00000027671	Actin	-	56456
Mus_musculus	Ncoa3	ENSMUSG00000027678	Nuclear receptor coactivator	-	17979
Mus_musculus	Ccna2	ENSMUSG00000027715	Cyclin	-	12428
Mus_musculus	Supt20	ENSMUSG00000027751	SUPT	-	56790
Mus_musculus	Dhx36	ENSMUSG00000027770	RNA helicase	-	72162
Mus_musculus	Ccna1	ENSMUSG00000027793	Cyclin	-	12427
Mus_musculus	Wwtr1	ENSMUSG00000027803	WW	-	97064
Mus_musculus	Ppid	ENSMUSG00000027804	Others	-	67738
Mus_musculus	Notch2	ENSMUSG00000027878	Notch	-	18129
Mus_musculus	Ddx20	ENSMUSG00000027905	RNA helicase	-	53975
Mus_musculus	Crtc2	ENSMUSG00000027936	CREB	-	74343
Mus_musculus	Plrg1	ENSMUSG00000027998	Others	-	53317
Mus_musculus	Ash1l	ENSMUSG00000028053	Others	-	192195
Mus_musculus	Pmf1	ENSMUSG00000028066	Others	-	67037
Mus_musculus	Fbxw7	ENSMUSG00000028086	Others	-	50754
Mus_musculus	Chd1l	ENSMUSG00000028089	CHD	-	68058
Mus_musculus	Polr3c	ENSMUSG00000028099	POLR	-	74414
Mus_musculus	Rwdd3	ENSMUSG00000028133	Others	-	66568
Mus_musculus	Depdc1a	ENSMUSG00000028175	Others	-	76131
Mus_musculus	Cth	ENSMUSG00000028179	Others	-	107869
Mus_musculus	Bcl10	ENSMUSG00000028191	BCL	-	12042
Mus_musculus	Tgs1	ENSMUSG00000028233	Others	-	116940
Mus_musculus	Sdr16c5	ENSMUSG00000028236	Others	-	242285
Mus_musculus	Ccnc	ENSMUSG00000028252	Cyclin	-	51813
Mus_musculus	Fhl5	ENSMUSG00000028259	FHL	-	57756
Mus_musculus	Gtf2b	ENSMUSG00000028271	GTF	-	229906
Mus_musculus	Casp8ap2	ENSMUSG00000028282	Others	-	26885
Mus_musculus	Rnf20	ENSMUSG00000028309	Ring finger protein	-	109331
Mus_musculus	Anp32b	ENSMUSG00000028333	ANP	-	67628
Mus_musculus	Txn1	ENSMUSG00000028367	Others	-	22166
Mus_musculus	Kdm4c	ENSMUSG00000028397	Lysine demethylase	-	76804
Mus_musculus	Ikbkap	ENSMUSG00000028431	ELP	-	230233
Mus_musculus	Psip1	ENSMUSG00000028484	Others	-	101739
Mus_musculus	Mllt3	ENSMUSG00000028496	GTF	-	70122
Mus_musculus	Pramef12	ENSMUSG00000028591	Others	-	77632
Mus_musculus	Ppie	ENSMUSG00000028651	Others	-	56031
Mus_musculus	Pnrc2	ENSMUSG00000028675	Others	-	52830
Mus_musculus	Plk3	ENSMUSG00000028680	Others	-	12795
Mus_musculus	Pink1	ENSMUSG00000028756	Others	-	68943
Mus_musculus	Hdac1	ENSMUSG00000028800	Histone deacetylase	-	433759
Mus_musculus	Zfp593	ENSMUSG00000028840	Zinc finger	-	68040
Mus_musculus	Meaf6	ENSMUSG00000028863	Others	-	70088
Mus_musculus	Eya3	ENSMUSG00000028886	EYA	-	14050
Mus_musculus	Taf12	ENSMUSG00000028899	TATA-box	-	66464
Mus_musculus	Padi2	ENSMUSG00000028927	Other_CRF	-	18600
Mus_musculus	Smarcd3	ENSMUSG00000028949	SWI/SNF	-	66993
Mus_musculus	Park7	ENSMUSG00000028964	Others	-	57320
Mus_musculus	Cdk5	ENSMUSG00000028969	Cyclin	-	12568
Mus_musculus	Pex14	ENSMUSG00000028975	Others	-	56273
Mus_musculus	Ctnnbip1	ENSMUSG00000028988	Casein	-	67087
Mus_musculus	Mtor	ENSMUSG00000028991	Others	-	56717
Mus_musculus	Mad2l2	ENSMUSG00000029003	Others	-	71890
Mus_musculus	Kmt2e	ENSMUSG00000029004	Lysine methyltransferase	-	69188
Mus_musculus	Ssu72	ENSMUSG00000029038	Others	-	68991
Mus_musculus	Ski	ENSMUSG00000029050	SKI	-	20481
Mus_musculus	Rnf4	ENSMUSG00000029110	Ring finger protein	-	19822
Mus_musculus	Nelfa	ENSMUSG00000029111	GTF	-	24116
Mus_musculus	Ppargc1a	ENSMUSG00000029167	Others	-	19017
Mus_musculus	Slc30a9	ENSMUSG00000029221	SLC	-	109108
Mus_musculus	Dr1	ENSMUSG00000029265	Others	-	13486
Mus_musculus	Mtf2	ENSMUSG00000029267	Others	-	17765
Mus_musculus	Brdt	ENSMUSG00000029279	Bromodomain	-	114642
Mus_musculus	Tesc	ENSMUSG00000029359	Others	-	57816
Mus_musculus	Gtf2h3	ENSMUSG00000029387	GTF	-	209357
Mus_musculus	Ran	ENSMUSG00000029430	Others	-	19384
Mus_musculus	Sfswap	ENSMUSG00000029439	Others	-	231769
Mus_musculus	Kdm2b	ENSMUSG00000029475	Lysine demethylase	-	30841
Mus_musculus	Ep400	ENSMUSG00000029505	Others	-	75560
Mus_musculus	Chek2	ENSMUSG00000029521	Others	-	50883
Mus_musculus	Actb	ENSMUSG00000029580	Actin	-	11461
Mus_musculus	Ddx54	ENSMUSG00000029599	RNA helicase	-	71990
Mus_musculus	Rita1	ENSMUSG00000029600	Others	-	100764
Mus_musculus	Dtx1	ENSMUSG00000029603	Others	-	14357
Mus_musculus	Rnf6	ENSMUSG00000029634	Ring finger protein	-	74132
Mus_musculus	Cdk8	ENSMUSG00000029635	Cyclin	-	264064
Mus_musculus	Ing3	ENSMUSG00000029670	ING	-	71777
Mus_musculus	Auts2	ENSMUSG00000029673	Others	-	319974
Mus_musculus	Ezh2	ENSMUSG00000029687	Others	-	14056
Mus_musculus	Actl6b	ENSMUSG00000029712	Actin	-	83766
Mus_musculus	Trim24	ENSMUSG00000029833	Tripartite motif	-	21848
Mus_musculus	Cbx3	ENSMUSG00000029836	Chromobox	-	12417
Mus_musculus	Mtpn	ENSMUSG00000029840	Others	-	14489
Mus_musculus	Smarcad1	ENSMUSG00000029920	SWI/SNF	-	13990
Mus_musculus	Anxa4	ENSMUSG00000029994	Others	-	11746
Mus_musculus	Zfp638	ENSMUSG00000030016	Zinc finger	-	18139
Mus_musculus	Ino80b	ENSMUSG00000030034	INO80 complex	-	70020
Mus_musculus	Ruvbl1	ENSMUSG00000030079	Other_CRF	-	56505
Mus_musculus	Kdm5a	ENSMUSG00000030180	Lysine demethylase	-	214899
Mus_musculus	Atf7ip	ENSMUSG00000030213	Others	-	54343
Mus_musculus	Strap	ENSMUSG00000030224	Others	-	20901
Mus_musculus	Med21	ENSMUSG00000030291	Mediator complex	-	108098
Mus_musculus	Vgll4	ENSMUSG00000030315	Vestigial like	-	232334
Mus_musculus	Ing4	ENSMUSG00000030330	ING	-	28019
Mus_musculus	Prmt8	ENSMUSG00000030350	Arginine methyltransferase	-	381813
Mus_musculus	Ercc2	ENSMUSG00000030400	Others	-	13871
Mus_musculus	Uri1	ENSMUSG00000030421	Others	-	19777
Mus_musculus	Csrp3	ENSMUSG00000030470	Others	-	13009
Mus_musculus	Blm	ENSMUSG00000030528	Others	-	12144
Mus_musculus	Dpf1	ENSMUSG00000030584	DPF	-	29861
Mus_musculus	Nfkbib	ENSMUSG00000030595	NFKB associated	-	18036
Mus_musculus	Eed	ENSMUSG00000030619	Others	-	13626
Mus_musculus	Ino80e	ENSMUSG00000030689	INO80 complex	-	233875
Mus_musculus	Sgf29	ENSMUSG00000030714	Others	-	75565
Mus_musculus	Nfatc2ip	ENSMUSG00000030722	Nuclear coactivator	-	18020
Mus_musculus	Kdm8	ENSMUSG00000030752	Lysine demethylase	-	77035
Mus_musculus	Tgfb1i1	ENSMUSG00000030782	Others	-	21804
Mus_musculus	Rnf141	ENSMUSG00000030788	Ring finger protein	-	67150
Mus_musculus	Pycard	ENSMUSG00000030793	Others	-	66824
Mus_musculus	Fus	ENSMUSG00000030795	Others	-	233908
Mus_musculus	Kat8	ENSMUSG00000030801	Lysine acetyltransferase	-	67773
Mus_musculus	Fgfr2	ENSMUSG00000030849	FGF	-	14183
Mus_musculus	Plk1	ENSMUSG00000030867	Others	-	18817
Mus_musculus	Ilk	ENSMUSG00000030890	Others	-	16202
Mus_musculus	Crym	ENSMUSG00000030905	Others	-	12971
Mus_musculus	Ctbp2	ENSMUSG00000030970	Others	-	13017
Mus_musculus	Cask	ENSMUSG00000031012	CAMK	-	12361
Mus_musculus	Tnni2	ENSMUSG00000031097	Others	-	21953
Mus_musculus	Vgll1	ENSMUSG00000031131	Vestigial like	-	170828
Mus_musculus	Rbmx	ENSMUSG00000031134	RNA binding protein	-	19655
Mus_musculus	Pqbp1	ENSMUSG00000031157	Others	-	54633
Mus_musculus	Hdac6	ENSMUSG00000031161	Histone deacetylase	-	15185
Mus_musculus	Atrx	ENSMUSG00000031229	Others	-	22589
Mus_musculus	Btk	ENSMUSG00000031264	Others	-	12229
Mus_musculus	Nono	ENSMUSG00000031311	Others	-	53610
Mus_musculus	Taf1	ENSMUSG00000031314	TATA-box	-	270627
Mus_musculus	Flna	ENSMUSG00000031328	Others	-	192176
Mus_musculus	Rbbp7	ENSMUSG00000031353	RBBP	-	245688
Mus_musculus	Msl3	ENSMUSG00000031358	Others	-	17692
Mus_musculus	Pir	ENSMUSG00000031379	Others	-	69656
Mus_musculus	Hcfc1	ENSMUSG00000031386	Others	-	15161
Mus_musculus	Tceal6	ENSMUSG00000031409	TEF	-	66104
Mus_musculus	Morf4l2	ENSMUSG00000031422	Other_CRF	-	56397
Mus_musculus	Coprs	ENSMUSG00000031458	Others	-	66423
Mus_musculus	Slc25a15	ENSMUSG00000031482	SLC	-	18408
Mus_musculus	Brf2	ENSMUSG00000031487	GTF	-	66653
Mus_musculus	Tnks	ENSMUSG00000031529	Others	-	21951
Mus_musculus	Ikbkb	ENSMUSG00000031537	Others	-	16150
Mus_musculus	Kat6a	ENSMUSG00000031540	Lysine acetyltransferase	-	244349
Mus_musculus	Fgfr1	ENSMUSG00000031565	FGF	-	14182
Mus_musculus	Ash2l	ENSMUSG00000031575	Others	-	23808
Mus_musculus	Rbpms	ENSMUSG00000031586	RNA binding protein	-	19663
Mus_musculus	Cnot7	ENSMUSG00000031601	CCR4-NOT	-	18983
Mus_musculus	Sap30	ENSMUSG00000031609	SAP	-	60406
Mus_musculus	Sin3b	ENSMUSG00000031622	Others	-	20467
Mus_musculus	Cenpu	ENSMUSG00000031629	CENP	-	71876
Mus_musculus	Brd7	ENSMUSG00000031660	Bromodomain	-	26992
Mus_musculus	Rbl2	ENSMUSG00000031666	Other_Co-activator/repressors	-	19651
Mus_musculus	Setd6	ENSMUSG00000031671	SET	-	66083
Mus_musculus	Smarca5	ENSMUSG00000031715	SWI/SNF	-	93762
Mus_musculus	Cdyl2	ENSMUSG00000031758	Chromodomain Y	-	75796
Mus_musculus	Arl2bp	ENSMUSG00000031776	Others	-	107566
Mus_musculus	Taf1c	ENSMUSG00000031832	TATA-box	-	21341
Mus_musculus	Hsbp1	ENSMUSG00000031839	Heat shock protein	-	68196
Mus_musculus	Tradd	ENSMUSG00000031887	Others	-	71609
Mus_musculus	Wwp2	ENSMUSG00000031930	WW	-	66894
Mus_musculus	Med17	ENSMUSG00000031935	Mediator complex	-	234959
Mus_musculus	Taf1d	ENSMUSG00000031939	TATA-box	-	75316
Mus_musculus	Egln1	ENSMUSG00000031987	Others	-	112405
Mus_musculus	Trim29	ENSMUSG00000032013	Tripartite motif	-	72169
Mus_musculus	Tirap	ENSMUSG00000032041	Others	-	117149
Mus_musculus	Pou2af1	ENSMUSG00000032053	Others	-	18985
Mus_musculus	Cd3d	ENSMUSG00000032094	Others	-	12500
Mus_musculus	Chek1	ENSMUSG00000032113	Others	-	12649
Mus_musculus	Pin1	ENSMUSG00000032171	Others	-	23988
Mus_musculus	Carm1	ENSMUSG00000032185	Others	-	59035
Mus_musculus	Smarca4	ENSMUSG00000032187	SWI/SNF	-	20586
Mus_musculus	Sltm	ENSMUSG00000032212	Others	-	66660
Mus_musculus	Rnf111	ENSMUSG00000032217	Ring finger protein	-	93836
Mus_musculus	Ice2	ENSMUSG00000032235	GTF	-	93697
Mus_musculus	Anp32a	ENSMUSG00000032249	ANP	-	11737
Mus_musculus	Phip	ENSMUSG00000032253	Others	-	83946
Mus_musculus	Tle3	ENSMUSG00000032280	Transducin	-	21887
Mus_musculus	Trip4	ENSMUSG00000032386	Thyroid hormone receptor	-	56404
Mus_musculus	Snapc5	ENSMUSG00000032398	Others	-	330959
Mus_musculus	Nck1	ENSMUSG00000032475	Others	-	17973
Mus_musculus	Trib1	ENSMUSG00000032501	Others	-	211770
Mus_musculus	Ss18l2	ENSMUSG00000032526	SS18	-	26901
Mus_musculus	Trak1	ENSMUSG00000032536	Others	-	67095
Mus_musculus	Fhl3	ENSMUSG00000032643	FHL	-	14201
Mus_musculus	Malt1	ENSMUSG00000032688	Others	-	240354
Mus_musculus	Nlrp3	ENSMUSG00000032691	Others	-	216799
Mus_musculus	Lmo2	ENSMUSG00000032698	LIM	-	16909
Mus_musculus	Kank1	ENSMUSG00000032702	Others	-	107351
Mus_musculus	Trib3	ENSMUSG00000032715	Others	-	228775
Mus_musculus	Mdfi	ENSMUSG00000032717	Others	-	17240
Mus_musculus	Mycbp2	ENSMUSG00000033004	Others	-	105689
Mus_musculus	Trim33	ENSMUSG00000033014	Tripartite motif	-	94093
Mus_musculus	Npat	ENSMUSG00000033054	Nuclear coactivator	-	244879
Mus_musculus	Senp1	ENSMUSG00000033075	Others	-	223870
Mus_musculus	Ttf2	ENSMUSG00000033222	Others	-	74044
Mus_musculus	Stk36	ENSMUSG00000033276	Others	-	269209
Mus_musculus	Ctdp1	ENSMUSG00000033323	Others	-	67655
Mus_musculus	Kdm4a	ENSMUSG00000033326	Lysine demethylase	-	230674
Mus_musculus	Terf2ip	ENSMUSG00000033430	Others	-	57321
Mus_musculus	Arhgef5	ENSMUSG00000033542	Others	-	54324
Mus_musculus	Gtf2a2	ENSMUSG00000033543	GTF	-	235459
Mus_musculus	Rbfox2	ENSMUSG00000033565	Others	-	93686
Mus_musculus	Myo6	ENSMUSG00000033577	Others	-	17920
Mus_musculus	Pcgf3	ENSMUSG00000033623	PCGF	-	69587
Mus_musculus	Ccar2	ENSMUSG00000033712	Others	-	219158
Mus_musculus	Rpap2	ENSMUSG00000033773	Others	-	231571
Mus_musculus	Tcea1	ENSMUSG00000033813	TEF	-	21399
Mus_musculus	Ppargc1b	ENSMUSG00000033871	Others	-	170826
Mus_musculus	Vhl	ENSMUSG00000033933	Others	-	22346
Mus_musculus	Ctnnd1	ENSMUSG00000034101	Casein	-	12388
Mus_musculus	Srsf2	ENSMUSG00000034120	Others	-	20382
Mus_musculus	Ino80	ENSMUSG00000034154	INO80 complex	-	68142
Mus_musculus	Ogt	ENSMUSG00000034160	Others	-	108155
Mus_musculus	Irf2bpl	ENSMUSG00000034168	Others	-	238330
Mus_musculus	Loxl2	ENSMUSG00000034205	Others	-	94352
Mus_musculus	Hdac11	ENSMUSG00000034245	Histone deacetylase	-	232232
Mus_musculus	Thoc5	ENSMUSG00000034274	Others	-	107829
Mus_musculus	Med13	ENSMUSG00000034297	Mediator complex	-	327987
Mus_musculus	Brip1	ENSMUSG00000034329	Others	-	237911
Mus_musculus	Wbp2	ENSMUSG00000034341	WW	-	22378
Mus_musculus	Cbl	ENSMUSG00000034342	Others	-	12402
Mus_musculus	Gtf2h5	ENSMUSG00000034345	GTF	-	66467
Mus_musculus	Parp14	ENSMUSG00000034422	PARP	-	547253
Mus_musculus	Ice1	ENSMUSG00000034525	Others	-	218333
Mus_musculus	Tdg	ENSMUSG00000034674	Others	-	21665
Mus_musculus	Cnot6l	ENSMUSG00000034724	CCR4-NOT	-	231464
Mus_musculus	Sirt6	ENSMUSG00000034748	Sirtuin	-	50721
Mus_musculus	Tle2	ENSMUSG00000034771	Transducin	-	21886
Mus_musculus	Grip1	ENSMUSG00000034813	Others	-	74053
Mus_musculus	Dapk3	ENSMUSG00000034974	Others	-	13144
Mus_musculus	Baz1a	ENSMUSG00000035021	Bromodomain	-	217578
Mus_musculus	Arhgap5	ENSMUSG00000035133	Others	-	11855
Mus_musculus	Scai	ENSMUSG00000035236	Others	-	320271
Mus_musculus	Lin54	ENSMUSG00000035310	Others	-	231506
Mus_musculus	Nfkbiz	ENSMUSG00000035356	NFKB associated	-	80859
Mus_musculus	Emsy	ENSMUSG00000035401	Others	-	233545
Mus_musculus	Tab3	ENSMUSG00000035476	Others	-	66724
Mus_musculus	Rsf1	ENSMUSG00000035623	Others	-	233532
Mus_musculus	Cnot3	ENSMUSG00000035632	CCR4-NOT	-	232791
Mus_musculus	Grhpr	ENSMUSG00000035637	Others	-	76238
Mus_musculus	Thrsp	ENSMUSG00000035686	Others	-	21835
Mus_musculus	Supt16	ENSMUSG00000035726	SUPT	-	114741
Mus_musculus	Pawr	ENSMUSG00000035873	Others	-	114774
Mus_musculus	Tdp2	ENSMUSG00000035958	Others	-	56196
Mus_musculus	Apex1	ENSMUSG00000035960	Others	-	11792
Mus_musculus	Lmo1	ENSMUSG00000036111	LIM	-	109594
Mus_musculus	Pphln1	ENSMUSG00000036167	Others	-	223828
Mus_musculus	Ndufa13	ENSMUSG00000036199	Others	-	67184
Mus_musculus	Kctd1	ENSMUSG00000036225	Others	-	106931
Mus_musculus	Lrrk2	ENSMUSG00000036273	Other_CRF	-	66725
Mus_musculus	Lzts1	ENSMUSG00000036306	Others	-	211134
Mus_musculus	Abt1	ENSMUSG00000036376	Others	-	30946
Mus_musculus	Siah2	ENSMUSG00000036432	Others	-	20439
Mus_musculus	Hif1an	ENSMUSG00000036450	Others	-	319594
Mus_musculus	Wtip	ENSMUSG00000036459	Others	-	101543
Mus_musculus	Btg1	ENSMUSG00000036478	Others	-	12226
Mus_musculus	Cnot1	ENSMUSG00000036550	CCR4-NOT	-	234594
Mus_musculus	Fgf1	ENSMUSG00000036585	FGF	-	14164
Mus_musculus	Rfxap	ENSMUSG00000036615	Others	-	170767
Mus_musculus	Ago2	ENSMUSG00000036698	Others	-	239528
Mus_musculus	Zcchc12	ENSMUSG00000036699	Zinc finger	-	72693
Mus_musculus	Topors	ENSMUSG00000036822	Others	-	106021
Mus_musculus	Wnt4	ENSMUSG00000036856	Others	-	22417
Mus_musculus	Ehmt1	ENSMUSG00000036893	Histone lysine methyltransferase	-	77683
Mus_musculus	Nfkbid	ENSMUSG00000036931	NFKB associated	-	243910
Mus_musculus	Kdm1a	ENSMUSG00000036940	Lysine demethylase	-	99982
Mus_musculus	Taf6	ENSMUSG00000036980	TATA-box	-	21343
Mus_musculus	Pml	ENSMUSG00000036986	Others	-	18854
Mus_musculus	Ss18	ENSMUSG00000037013	SS18	-	268996
Mus_musculus	Apbb1	ENSMUSG00000037032	Others	-	11785
Mus_musculus	Setd7	ENSMUSG00000037111	SET	-	73251
Mus_musculus	Ddx1	ENSMUSG00000037149	RNA helicase	-	104721
Mus_musculus	Taf2	ENSMUSG00000037343	TATA-box	-	319944
Mus_musculus	Kdm6a	ENSMUSG00000037369	Lysine demethylase	-	22289
Mus_musculus	Ctbp1	ENSMUSG00000037373	Others	-	13016
Mus_musculus	Mcrs1	ENSMUSG00000037570	Others	-	51812
Mus_musculus	Tob1	ENSMUSG00000037573	Others	-	22057
Mus_musculus	Wdtc1	ENSMUSG00000037622	WD	-	230796
Mus_musculus	Actr5	ENSMUSG00000037761	ACTR	-	109275
Mus_musculus	Phf12	ENSMUSG00000037791	PHF	-	268448
Mus_musculus	Aim2	ENSMUSG00000037860	Others	-	383619
Mus_musculus	H2afz	ENSMUSG00000037894	Others	-	51788
Mus_musculus	Phf2	ENSMUSG00000038025	PHF	-	18676
Mus_musculus	Kdm1b	ENSMUSG00000038080	Lysine demethylase	-	218214
Mus_musculus	Phf20	ENSMUSG00000038116	PHF	-	228829
Mus_musculus	Camk4	ENSMUSG00000038128	CAMK	-	12326
Mus_musculus	Notch3	ENSMUSG00000038146	Notch	-	18131
Mus_musculus	Bend3	ENSMUSG00000038214	Others	-	331623
Mus_musculus	Bcl9	ENSMUSG00000038256	BCL	-	77578
Mus_musculus	Txlng	ENSMUSG00000038344	Others	-	353170
Mus_musculus	Txnip	ENSMUSG00000038393	Others	-	56338
Mus_musculus	Mllt6	ENSMUSG00000038437	Others	-	246198
Mus_musculus	Cbfa2t2	ENSMUSG00000038533	Others	-	12396
Mus_musculus	Med30	ENSMUSG00000038622	Mediator complex	-	69790
Mus_musculus	Mbd3l1	ENSMUSG00000038691	MBD	-	73503
Mus_musculus	Taf5l	ENSMUSG00000038697	TATA-box	-	102162
Mus_musculus	Bud31	ENSMUSG00000038722	Others	-	231889
Mus_musculus	Alpk3	ENSMUSG00000038763	Others	-	116904
Mus_musculus	Kdm3b	ENSMUSG00000038773	Lysine demethylase	-	277250
Mus_musculus	Ascc3	ENSMUSG00000038774	ASCC	-	77987
Mus_musculus	Smurf1	ENSMUSG00000038780	Others	-	75788
Mus_musculus	Supt3	ENSMUSG00000038954	SUPT	-	109115
Mus_musculus	Ss18l1	ENSMUSG00000039086	SS18	-	269397
Mus_musculus	Taf4	ENSMUSG00000039117	TATA-box	-	228980
Mus_musculus	Suv39h1	ENSMUSG00000039231	Others	-	20937
Mus_musculus	Ankar	ENSMUSG00000039342	Ankyrin repeat	-	319695
Mus_musculus	Picalm	ENSMUSG00000039361	Others	-	233489
Mus_musculus	Dusp26	ENSMUSG00000039661	Others	-	66959
Mus_musculus	Zmynd8	ENSMUSG00000039671	Zinc finger	-	228880
Mus_musculus	Ncoa7	ENSMUSG00000039697	Nuclear receptor coactivator	-	211329
Mus_musculus	Ldb2	ENSMUSG00000039706	LIM	-	16826
Mus_musculus	Bahcc1	ENSMUSG00000039741	Others	-	268515
Mus_musculus	Htatip2	ENSMUSG00000039745	Others	-	53415
Mus_musculus	Dnttip2	ENSMUSG00000039756	Others	-	99480
Mus_musculus	Cited2	ENSMUSG00000039910	CITED	-	17684
Mus_musculus	Cbx4	ENSMUSG00000039989	Chromobox	-	12418
Mus_musculus	Edrf1	ENSMUSG00000039990	Others	-	214764
Mus_musculus	Timeless	ENSMUSG00000039994	Others	-	21853
Mus_musculus	Zmym5	ENSMUSG00000040123	Zinc finger	-	219105
Mus_musculus	Pnrc1	ENSMUSG00000040128	Others	-	108767
Mus_musculus	Dcaf1	ENSMUSG00000040325	Others	-	321006
Mus_musculus	Ufl1	ENSMUSG00000040359	Others	-	67490
Mus_musculus	Bcor	ENSMUSG00000040363	Other_Co-activator/repressors	-	71458
Mus_musculus	Pex2	ENSMUSG00000040374	Others	-	19302
Mus_musculus	Rprd1a	ENSMUSG00000040446	Others	-	225283
Mus_musculus	Arglu1	ENSMUSG00000040459	Others	-	234023
Mus_musculus	Mybbp1a	ENSMUSG00000040463	Others	-	18432
Mus_musculus	Bptf	ENSMUSG00000040481	Bromodomain	-	207165
Mus_musculus	Btaf1	ENSMUSG00000040565	Others	-	107182
Mus_musculus	Dhx33	ENSMUSG00000040620	RNA helicase	-	216877
Mus_musculus	Fam208a	ENSMUSG00000040651	FAM	-	218850
Mus_musculus	Creg1	ENSMUSG00000040713	Others	-	433375
Mus_musculus	Spen	ENSMUSG00000040761	Others	-	56381
Mus_musculus	Ino80d	ENSMUSG00000040865	INO80 complex	-	227195
Mus_musculus	Wwp1	ENSMUSG00000041058	WW	-	107568
Mus_musculus	Tspyl2	ENSMUSG00000041096	Others	-	52808
Mus_musculus	Brca2	ENSMUSG00000041147	Others	-	12190
Mus_musculus	Yeats2	ENSMUSG00000041215	Others	-	208146
Mus_musculus	Phf8	ENSMUSG00000041229	PHF	-	320595
Mus_musculus	Chd7	ENSMUSG00000041235	CHD	-	320790
Mus_musculus	Rbbp8	ENSMUSG00000041238	RBBP	-	225182
Mus_musculus	Cdk13	ENSMUSG00000041297	Cyclin	-	69562
Mus_musculus	Pik3r1	ENSMUSG00000041417	Others	-	18708
Mus_musculus	Utp4	ENSMUSG00000041438	Others	-	21771
Mus_musculus	Ago1	ENSMUSG00000041530	Others	-	236511
Mus_musculus	Rnf10	ENSMUSG00000041740	Ring finger protein	-	50849
Mus_musculus	Cir1	ENSMUSG00000041777	Other_Co-activator/repressors	-	66935
Mus_musculus	Tcf20	ENSMUSG00000041852	Others	-	21411
Mus_musculus	Bend6	ENSMUSG00000042182	Others	-	320705
Mus_musculus	Zfp451	ENSMUSG00000042197	Zinc finger	-	98403
Mus_musculus	Kdm5b	ENSMUSG00000042207	Lysine demethylase	-	75605
Mus_musculus	Mkl1	ENSMUSG00000042292	Others	-	223701
Mus_musculus	Setd1a	ENSMUSG00000042308	SET	-	233904
Mus_musculus	Gnl3	ENSMUSG00000042354	Others	-	30877
Mus_musculus	Fam83g	ENSMUSG00000042377	FAM	-	69640
Mus_musculus	Leo1	ENSMUSG00000042487	Others	-	235497
Mus_musculus	Asxl1	ENSMUSG00000042548	Others	-	228790
Mus_musculus	Sin3a	ENSMUSG00000042557	Other_CRF	-	20466
Mus_musculus	Kdm7a	ENSMUSG00000042599	Lysine demethylase	-	338523
Mus_musculus	Pbxip1	ENSMUSG00000042613	Others	-	229534
Mus_musculus	Safb2	ENSMUSG00000042625	Others	-	224902
Mus_musculus	Dhx9	ENSMUSG00000042699	RNA helicase	-	13211
Mus_musculus	Bex2	ENSMUSG00000042750	Others	-	12069
